"time" "N1" "N2" "N3" "N4" "N5" "N6"
"494" 123.25 50.666 34.2928 29.2661 0 0 0
"495" 123.5 51.1534 33.999 29.1488 0 0 0
"496" 123.75 51.6838 33.6876 29.0135 0 0 0
"497" 124 52.2596 33.3576 28.8593 0 0 0
"498" 124.25 52.8835 33.0083 28.685 0 0 0
"499" 124.5 53.5581 32.6385 28.4895 0 0 0
"500" 124.75 54.1502 32.2634 28.2864 0 0 0
"501" 125 54.6115 31.9233 28.1135 0 0 0
"502" 125.25 54.9894 31.6243 27.9769 0 0 0
"503" 125.5 55.3036 31.3613 27.8723 0 0 0
"504" 125.75 55.5667 31.1284 27.7943 0 0 0
"505" 126 55.7881 30.9203 27.7386 0 0 0
"506" 126.25 55.9768 30.7335 27.693 0 0 0
"507" 126.5 56.1459 30.5696 27.6391 0 0 0
"508" 126.75 56.3009 30.4289 27.5785 0 0 0
"509" 127 56.4434 30.3104 27.5121 0 0 0
"510" 127.25 56.5742 30.2127 27.4402 0 0 0
"511" 127.5 56.6939 30.1348 27.3634 0 0 0
"512" 127.75 56.803 30.0755 27.2818 0 0 0
"513" 128 56.9023 30.0338 27.1959 0 0 0
"514" 128.25 56.992 30.0088 27.1059 0 0 0
"515" 128.5 57.0728 29.9997 27.0121 0 0 0
"516" 128.75 57.145 30.0056 26.9148 0 0 0
"517" 129 57.2089 30.0259 26.8141 0 0 0
"518" 129.25 57.2651 30.0598 26.7103 0 0 0
"519" 129.5 57.3138 30.1067 26.6036 0 0 0
"520" 129.75 57.3553 30.1659 26.4941 0 0 0
"521" 130 57.3899 30.237 26.3821 0 0 0
"522" 130.25 57.418 30.3193 26.2678 0 0 0
"523" 130.5 57.4397 30.4124 26.1512 0 0 0
"524" 130.75 57.4554 30.5157 26.0325 0 0 0
"525" 131 57.4653 30.6288 25.9118 0 0 0
"526" 131.25 57.4696 30.7514 25.7894 0 0 0
"527" 131.5 57.4686 30.8829 25.6652 0 0 0
"528" 131.75 57.4623 31.0229 25.5395 0 0 0
"529" 132 57.4512 31.1711 25.4124 0 0 0
"530" 132.25 57.4352 31.3272 25.2838 0 0 0
"531" 132.5 57.4147 31.4907 25.1541 0 0 0
"532" 132.75 57.3898 31.6613 25.0231 0 0 0
"533" 133 57.3606 31.8386 24.8911 0 0 0
"534" 133.25 57.3275 32.0225 24.7582 0 0 0
"535" 133.5 57.2904 32.2125 24.6244 0 0 0
"536" 133.75 57.2496 32.4083 24.4897 0 0 0
"537" 134 57.2052 32.6097 24.3544 0 0 0
"538" 134.25 57.1574 32.8163 24.2184 0 0 0
"539" 134.5 57.1063 33.028 24.0819 0 0 0
"540" 134.75 57.0521 33.2443 23.9449 0 0 0
"541" 135 56.995 33.4651 23.8074 0 0 0
"542" 135.25 56.9349 33.6901 23.6696 0 0 0
"543" 135.5 56.8722 33.919 23.5315 0 0 0
"544" 135.75 56.8069 34.1517 23.3932 0 0 0
"545" 136 56.7391 34.3877 23.2548 0 0 0
"546" 136.25 56.669 34.627 23.1162 0 0 0
"547" 136.5 56.5968 34.8693 22.9775 0 0 0
"548" 136.75 56.5224 35.1144 22.8389 0 0 0
"549" 137 56.4461 35.362 22.7003 0 0 0
"550" 137.25 56.368 35.6119 22.5619 0 0 0
"551" 137.5 56.2896 35.8546 22.4241 0 0 0
"552" 137.75 56.2228 36.0627 22.2915 0 0 0
"553" 138 56.1727 36.2401 22.1659 0 0 0
"554" 138.25 56.1246 36.3925 22.0481 0 0 0
"555" 138.5 56.0525 36.5279 21.9476 0 0 0
"556" 138.75 55.9626 36.6515 21.8712 0 0 0
"557" 139 55.8579 36.7652 21.8207 0 0 0
"558" 139.25 55.7399 36.8698 21.7966 0 0 0
"559" 139.5 55.6094 36.9657 21.7987 0 0 0
"560" 139.75 55.4667 37.0531 21.8265 0 0 0
"561" 140 55.3123 37.1322 21.8798 0 0 0
"562" 140.25 55.1465 37.2031 21.9581 0 0 0
"563" 140.5 54.9697 37.2658 22.0611 0 0 0
"564" 140.75 54.7821 37.3205 22.1885 0 0 0
"565" 141 54.5838 37.3671 22.3401 0 0 0
"566" 141.25 54.3753 37.4057 22.5157 0 0 0
"567" 141.5 54.1565 37.4364 22.7151 0 0 0
"568" 141.75 53.9278 37.4592 22.9382 0 0 0
"569" 142 53.6893 37.474 23.1849 0 0 0
"570" 142.25 53.441 37.4808 23.4549 0 0 0
"571" 142.5 53.1858 37.4816 23.7227 0 0 0
"572" 142.75 52.9305 37.4815 23.9753 0 0 0
"573" 143 52.6785 37.4829 24.2157 0 0 0
"574" 143.25 52.4308 37.4867 24.4458 0 0 0
"575" 143.5 52.1878 37.493 24.6665 0 0 0
"576" 143.75 51.9492 37.502 24.8787 0 0 0
"577" 144 51.7149 37.5134 25.0829 0 0 0
"578" 144.25 51.4847 37.5271 25.2799 0 0 0
"579" 144.5 51.2581 37.5429 25.4701 0 0 0
"580" 144.75 51.0351 37.5606 25.6541 0 0 0
"581" 145 50.8154 37.5801 25.8324 0 0 0
"582" 145.25 50.5986 37.6013 26.0054 0 0 0
"583" 145.5 50.3848 37.624 26.1734 0 0 0
"584" 145.75 50.1735 37.6481 26.337 0 0 0
"585" 146 49.9646 37.6734 26.4966 0 0 0
"586" 146.25 49.7581 37.6996 26.6523 0 0 0
"587" 146.5 49.5544 37.7228 26.805 0 0 0
"588" 146.75 49.3554 37.7421 26.9557 0 0 0
"589" 147 49.1617 37.7579 27.1045 0 0 0
"590" 147.25 48.974 37.7701 27.2515 0 0 0
"591" 147.5 48.7928 37.7788 27.3966 0 0 0
"592" 147.75 48.6185 37.7837 27.5395 0 0 0
"593" 148 48.4516 37.7845 27.6801 0 0 0
"594" 148.25 48.2925 37.7812 27.8181 0 0 0
"595" 148.5 48.1417 37.7734 27.9534 0 0 0
"596" 148.75 47.9999 37.761 28.0857 0 0 0
"597" 149 47.8674 37.7438 28.2148 0 0 0
"598" 149.25 47.7449 37.7214 28.3405 0 0 0
"599" 149.5 47.6329 37.6937 28.4625 0 0 0
"600" 149.75 47.5321 37.6604 28.5805 0 0 0
"601" 150 47.443 37.6213 28.6943 0 0 0
"602" 150.25 47.3664 37.5761 28.8036 0 0 0
"603" 150.5 47.3028 37.5245 28.9081 0 0 0
"604" 150.75 47.253 37.4662 29.0075 0 0 0
"605" 151 47.2178 37.4009 29.1014 0 0 0
"606" 151.25 47.1978 37.3284 29.1895 0 0 0
"607" 151.5 47.194 37.2482 29.2715 0 0 0
"608" 151.75 47.2071 37.1602 29.3469 0 0 0
"609" 152 47.2379 37.0638 29.4155 0 0 0
"610" 152.25 47.2875 36.9588 29.4768 0 0 0
"611" 152.5 47.3568 36.8449 29.5303 0 0 0
"612" 152.75 47.4468 36.7215 29.5757 0 0 0
"613" 153 47.5585 36.5884 29.6124 0 0 0
"614" 153.25 47.6931 36.445 29.64 0 0 0
"615" 153.5 47.8517 36.291 29.6579 0 0 0
"616" 153.75 48.0356 36.1258 29.6656 0 0 0
"617" 154 48.2461 35.949 29.6625 0 0 0
"618" 154.25 48.4845 35.7601 29.6481 0 0 0
"619" 154.5 48.7524 35.5585 29.6216 0 0 0
"620" 154.75 49.0513 35.3436 29.5824 0 0 0
"621" 155 49.3828 35.1149 29.5297 0 0 0
"622" 155.25 49.7486 34.8716 29.4629 0 0 0
"623" 155.5 50.1507 34.6132 29.381 0 0 0
"624" 155.75 50.591 34.3389 29.2833 0 0 0
"625" 156 51.0717 34.0478 29.1688 0 0 0
"626" 156.25 51.595 33.7393 29.0365 0 0 0
"627" 156.5 52.1633 33.4125 28.8855 0 0 0
"628" 156.75 52.7791 33.0663 28.7145 0 0 0
"629" 157 53.4453 32.6999 28.5225 0 0 0
"630" 157.25 54.0653 32.3225 28.3177 0 0 0
"631" 157.5 54.5431 31.9756 28.1389 0 0 0
"632" 157.75 54.9329 31.6702 27.9966 0 0 0
"633" 158 55.2564 31.4018 27.8872 0 0 0
"634" 158.25 55.5271 31.1644 27.8052 0 0 0
"635" 158.5 55.7547 30.9526 27.7462 0 0 0
"636" 158.75 55.9478 30.7624 27.7009 0 0 0
"637" 159 56.1195 30.5946 27.6482 0 0 0
"638" 159.25 56.2766 30.4503 27.5886 0 0 0
"639" 159.5 56.4211 30.3283 27.5231 0 0 0
"640" 159.75 56.5537 30.2273 27.4521 0 0 0
"641" 160 56.6752 30.1462 27.376 0 0 0
"642" 160.25 56.786 30.084 27.2952 0 0 0
"643" 160.5 56.8868 30.0395 27.21 0 0 0
"644" 160.75 56.9781 30.0119 27.1206 0 0 0
"645" 161 57.0603 30.0003 27.0274 0 0 0
"646" 161.25 57.1338 30.0039 26.9306 0 0 0
"647" 161.5 57.1991 30.0218 26.8305 0 0 0
"648" 161.75 57.2565 30.0536 26.7272 0 0 0
"649" 162 57.3063 30.0984 26.6209 0 0 0
"650" 162.25 57.349 30.1557 26.5119 0 0 0
"651" 162.5 57.3847 30.2249 26.4003 0 0 0
"652" 162.75 57.4138 30.3054 26.2863 0 0 0
"653" 163 57.4366 30.3968 26.1701 0 0 0
"654" 163.25 57.4532 30.4985 26.0517 0 0 0
"655" 163.5 57.4641 30.6101 25.9314 0 0 0
"656" 163.75 57.4692 30.7311 25.8092 0 0 0
"657" 164 57.469 30.8612 25.6854 0 0 0
"658" 164.25 57.4636 30.9999 25.5599 0 0 0
"659" 164.5 57.4532 31.1468 25.4329 0 0 0
"660" 164.75 57.4381 31.3016 25.3046 0 0 0
"661" 165 57.4183 31.4639 25.1751 0 0 0
"662" 165.25 57.3941 31.6333 25.0443 0 0 0
"663" 165.5 57.3656 31.8097 24.9125 0 0 0
"664" 165.75 57.333 31.9925 24.7797 0 0 0
"665" 166 57.2966 32.1815 24.646 0 0 0
"666" 166.25 57.2564 32.3764 24.5115 0 0 0
"667" 166.5 57.2126 32.5769 24.3763 0 0 0
"668" 166.75 57.1653 32.7827 24.2404 0 0 0
"669" 167 57.1148 32.9935 24.104 0 0 0
"670" 167.25 57.0611 33.2091 23.967 0 0 0
"671" 167.5 57.0044 33.4292 23.8296 0 0 0
"672" 167.75 56.9448 33.6536 23.6919 0 0 0
"673" 168 56.8825 33.8819 23.5538 0 0 0
"674" 168.25 56.8176 34.1139 23.4155 0 0 0
"675" 168.5 56.7502 34.3495 23.2771 0 0 0
"676" 168.75 56.6805 34.5883 23.1385 0 0 0
"677" 169 56.6085 34.8301 22.9999 0 0 0
"678" 169.25 56.5345 35.0747 22.8613 0 0 0
"679" 169.5 56.4586 35.3219 22.7227 0 0 0
"680" 169.75 56.3807 35.5715 22.5842 0 0 0
"681" 170 56.3018 35.8178 22.4461 0 0 0
"682" 170.25 56.2325 36.0314 22.3124 0 0 0
"683" 170.5 56.1797 36.2134 22.1857 0 0 0
"684" 170.75 56.1341 36.3693 22.0662 0 0 0
"685" 171 56.0654 36.507 21.9623 0 0 0
"686" 171.25 55.9781 36.6323 21.8818 0 0 0
"687" 171.5 55.8757 36.7475 21.8271 0 0 0
"688" 171.75 55.7598 36.8535 21.7987 0 0 0
"689" 172 55.6312 36.9508 21.7966 0 0 0
"690" 172.25 55.4905 37.0396 21.8203 0 0 0
"691" 172.5 55.338 37.12 21.8695 0 0 0
"692" 172.75 55.174 37.1922 21.9438 0 0 0
"693" 173 54.9989 37.2563 22.0428 0 0 0
"694" 173.25 54.813 37.3122 22.1663 0 0 0
"695" 173.5 54.6165 37.3601 22.314 0 0 0
"696" 173.75 54.4096 37.4 22.4858 0 0 0
"697" 174 54.1925 37.432 22.6814 0 0 0
"698" 174.25 53.9653 37.456 22.9007 0 0 0
"699" 174.5 53.7284 37.4721 23.1436 0 0 0
"700" 174.75 53.4817 37.4803 23.41 0 0 0
"701" 175 53.2271 37.4817 23.6807 0 0 0
"702" 175.25 52.9715 37.4814 23.9354 0 0 0
"703" 175.5 52.7188 37.4825 24.1777 0 0 0
"704" 175.75 52.4704 37.4859 24.4094 0 0 0
"705" 176 52.2267 37.4918 24.6316 0 0 0
"706" 176.25 51.9874 37.5004 24.845 0 0 0
"707" 176.5 51.7524 37.5114 25.0505 0 0 0
"708" 176.75 51.5215 37.5247 25.2486 0 0 0
"709" 177 51.2944 37.5402 25.4399 0 0 0
"710" 177.25 51.0709 37.5576 25.6248 0 0 0
"711" 177.5 50.8506 37.5769 25.804 0 0 0
"712" 177.75 50.6334 37.5978 25.9778 0 0 0
"713" 178 50.4191 37.6203 26.1466 0 0 0
"714" 178.25 50.2074 37.6441 26.3109 0 0 0
"715" 178.5 49.9981 37.6692 26.4711 0 0 0
"716" 178.75 49.7912 37.6955 26.6274 0 0 0
"717" 179 49.587 37.7194 26.7805 0 0 0
"718" 179.25 49.3871 37.7392 26.9315 0 0 0
"719" 179.5 49.1925 37.7556 27.0806 0 0 0
"720" 179.75 49.0038 37.7684 27.228 0 0 0
"721" 180 48.8215 37.7777 27.3733 0 0 0
"722" 180.25 48.6461 37.7832 27.5166 0 0 0
"723" 180.5 48.4779 37.7847 27.6576 0 0 0
"724" 180.75 48.3175 37.782 27.796 0 0 0
"725" 181 48.1655 37.775 27.9318 0 0 0
"726" 181.25 48.0221 37.7634 28.0646 0 0 0
"727" 181.5 47.8881 37.7469 28.1943 0 0 0
"728" 181.75 47.7639 37.7254 28.3205 0 0 0
"729" 182 47.6502 37.6986 28.4431 0 0 0
"730" 182.25 47.5475 37.6663 28.5618 0 0 0
"731" 182.5 47.4565 37.6281 28.6763 0 0 0
"732" 182.75 47.3778 37.5839 28.7863 0 0 0
"733" 183 47.3121 37.5333 28.8916 0 0 0
"734" 183.25 47.26 37.4761 28.9918 0 0 0
"735" 183.5 47.2224 37.412 29.0866 0 0 0
"736" 183.75 47.1999 37.3406 29.1757 0 0 0
"737" 184 47.1934 37.2617 29.2587 0 0 0
"738" 184.25 47.2037 37.175 29.3353 0 0 0
"739" 184.5 47.2316 37.08 29.405 0 0 0
"740" 184.75 47.2781 36.9764 29.4674 0 0 0
"741" 185 47.3441 36.864 29.5223 0 0 0
"742" 185.25 47.4307 36.7421 29.569 0 0 0
"743" 185.5 47.5388 36.6106 29.6071 0 0 0
"744" 185.75 47.6697 36.4689 29.6362 0 0 0
"745" 186 47.8243 36.3167 29.6557 0 0 0
"746" 186.25 48.004 36.1533 29.6651 0 0 0
"747" 186.5 48.2101 35.9785 29.6639 0 0 0
"748" 186.75 48.4439 35.7915 29.6513 0 0 0
"749" 187 48.7069 35.592 29.6268 0 0 0
"750" 187.25 49.0007 35.3793 29.5897 0 0 0
"751" 187.5 49.3268 35.1529 29.5392 0 0 0
"752" 187.75 49.6869 34.912 29.4747 0 0 0
"753" 188 50.083 34.6561 29.3954 0 0 0
"754" 188.25 50.517 34.3843 29.3003 0 0 0
"755" 188.5 50.991 34.0961 29.1885 0 0 0
"756" 188.75 51.5073 33.7904 29.0592 0 0 0
"757" 189 52.0681 33.4666 28.9113 0 0 0
"758" 189.25 52.6761 33.1237 28.7436 0 0 0
"759" 189.5 53.334 32.7606 28.5551 0 0 0
"760" 189.75 53.9769 32.3823 28.3499 0 0 0
"761" 190 54.4726 32.0289 28.1654 0 0 0
"762" 190.25 54.8747 31.7169 28.0173 0 0 0
"763" 190.5 55.208 31.443 27.9029 0 0 0
"764" 190.75 55.4864 31.2009 27.8169 0 0 0
"765" 191 55.7204 30.9853 27.7544 0 0 0
"766" 191.25 55.9184 30.7917 27.7086 0 0 0
"767" 191.5 56.0927 30.6201 27.6573 0 0 0
"768" 191.75 56.2521 30.4721 27.5987 0 0 0
"769" 192 56.3986 30.3465 27.5341 0 0 0
"770" 192.25 56.5331 30.2422 27.464 0 0 0
"771" 192.5 56.6563 30.158 27.3887 0 0 0
"772" 192.75 56.7688 30.0928 27.3086 0 0 0
"773" 193 56.8712 30.0455 27.2241 0 0 0
"774" 193.25 56.9639 30.0152 27.1354 0 0 0
"775" 193.5 57.0476 30.0011 27.0428 0 0 0
"776" 193.75 57.1225 30.0022 26.9466 0 0 0
"777" 194 57.1891 30.0179 26.847 0 0 0
"778" 194.25 57.2477 30.0475 26.7441 0 0 0
"779" 194.5 57.2988 30.0902 26.6383 0 0 0
"780" 194.75 57.3426 30.1455 26.5298 0 0 0
"781" 195 57.3794 30.2128 26.4186 0 0 0
"782" 195.25 57.4096 30.2915 26.305 0 0 0
"783" 195.5 57.4333 30.3812 26.1891 0 0 0
"784" 195.75 57.451 30.4813 26.071 0 0 0
"785" 196 57.4627 30.5913 25.951 0 0 0
"786" 196.25 57.4688 30.7108 25.8292 0 0 0
"787" 196.5 57.4694 30.8395 25.7055 0 0 0
"788" 196.75 57.4649 30.9768 25.5803 0 0 0
"789" 197 57.4553 31.1224 25.4536 0 0 0
"790" 197.25 57.4408 31.2759 25.3255 0 0 0
"791" 197.5 57.4218 31.4371 25.1961 0 0 0
"792" 197.75 57.3983 31.6054 25.0656 0 0 0
"793" 198 57.3705 31.7806 24.9339 0 0 0
"794" 198.25 57.3386 31.9624 24.8013 0 0 0
"795" 198.5 57.3028 32.1504 24.6677 0 0 0
"796" 198.75 57.2632 32.3444 24.5334 0 0 0
"797" 199 57.2199 32.544 24.3982 0 0 0
"798" 199.25 57.1732 32.749 24.2625 0 0 0
"799" 199.5 57.1232 32.959 24.1261 0 0 0
"800" 199.75 57.07 33.1739 23.9892 0 0 0
"801" 200 57.0137 33.3933 23.8519 0 0 0
"802" 200.25 56.9546 33.6169 23.7142 0 0 0
"803" 200.5 56.8928 33.8446 23.5762 0 0 0
"804" 200.75 56.8283 34.0761 23.438 0 0 0
"805" 201 56.7613 34.3111 23.2995 0 0 0
"806" 201.25 56.6919 34.5493 23.161 0 0 0
"807" 201.5 56.6204 34.7907 23.0224 0 0 0
"808" 201.75 56.5467 35.0349 22.8837 0 0 0
"809" 202 56.471 35.2817 22.7451 0 0 0
"810" 202.25 56.3935 35.5309 22.6066 0 0 0
"811" 202.5 56.3144 35.7798 22.4684 0 0 0
"812" 202.75 56.2426 35.999 22.3336 0 0 0
"813" 203 56.1871 36.1858 22.2058 0 0 0
"814" 203.25 56.143 36.3455 22.0849 0 0 0
"815" 203.5 56.078 36.4856 21.9777 0 0 0
"816" 203.75 55.9934 36.6127 21.8931 0 0 0
"817" 204 55.8933 36.7295 21.8341 0 0 0
"818" 204.25 55.7795 36.8369 21.8015 0 0 0
"819" 204.5 55.6529 36.9356 21.7952 0 0 0
"820" 204.75 55.5141 37.0258 21.8147 0 0 0
"821" 205 55.3635 37.1076 21.8598 0 0 0
"822" 205.25 55.2014 37.1811 21.93 0 0 0
"823" 205.5 55.0281 37.2464 22.0251 0 0 0
"824" 205.75 54.8439 37.3037 22.1446 0 0 0
"825" 206 54.6491 37.3529 22.2885 0 0 0
"826" 206.25 54.4438 37.3941 22.4563 0 0 0
"827" 206.5 54.2283 37.4274 22.6481 0 0 0
"828" 206.75 54.0028 37.4527 22.8635 0 0 0
"829" 207 53.7674 37.4701 23.1026 0 0 0
"830" 207.25 53.5223 37.4795 23.3652 0 0 0
"831" 207.5 53.2686 37.4817 23.638 0 0 0
"832" 207.75 53.0128 37.4814 23.895 0 0 0
"833" 208 52.7595 37.4822 24.1392 0 0 0
"834" 208.25 52.5104 37.4852 24.3725 0 0 0
"835" 208.5 52.2659 37.4907 24.5961 0 0 0
"836" 208.75 52.0259 37.4988 24.811 0 0 0
"837" 209 51.7902 37.5095 25.0177 0 0 0
"838" 209.25 51.5587 37.5224 25.217 0 0 0
"839" 209.5 51.331 37.5375 25.4093 0 0 0
"840" 209.75 51.1069 37.5547 25.5953 0 0 0
"841" 210 50.8861 37.5736 25.7753 0 0 0
"842" 210.25 50.6684 37.5943 25.9499 0 0 0
"843" 210.5 50.4536 37.6165 26.1196 0 0 0
"844" 210.75 50.2415 37.6401 26.2846 0 0 0
"845" 211 50.0319 37.6651 26.4454 0 0 0
"846" 211.25 49.8246 37.6912 26.6023 0 0 0
"847" 211.5 49.6198 37.7158 26.7559 0 0 0
"848" 211.75 49.4191 37.7363 26.9071 0 0 0
"849" 212 49.2237 37.7532 27.0566 0 0 0
"850" 212.25 49.034 37.7666 27.2042 0 0 0
"851" 212.5 48.8506 37.7764 27.3499 0 0 0
"852" 212.75 48.674 37.7825 27.4935 0 0 0
"853" 213 48.5046 37.7847 27.6349 0 0 0
"854" 213.25 48.343 37.7828 27.7738 0 0 0
"855" 213.5 48.1896 37.7764 27.91 0 0 0
"856" 213.75 48.0447 37.7656 28.0433 0 0 0
"857" 214 47.9091 37.7499 28.1735 0 0 0
"858" 214.25 47.7833 37.7293 28.3003 0 0 0
"859" 214.5 47.6679 37.7033 28.4235 0 0 0
"860" 214.75 47.5633 37.6719 28.5428 0 0 0
"861" 215 47.4704 37.6347 28.658 0 0 0
"862" 215.25 47.3897 37.5915 28.7688 0 0 0
"863" 215.5 47.3218 37.5419 28.8749 0 0 0
"864" 215.75 47.2675 37.4858 28.9759 0 0 0
"865" 216 47.2274 37.4229 29.0716 0 0 0
"866" 216.25 47.2024 37.3527 29.1617 0 0 0
"867" 216.5 47.1933 37.2751 29.2457 0 0 0
"868" 216.75 47.2008 37.1896 29.3233 0 0 0
"869" 217 47.2258 37.096 29.3942 0 0 0
"870" 217.25 47.2692 36.9938 29.4578 0 0 0
"871" 217.5 47.332 36.8828 29.5139 0 0 0
"872" 217.75 47.4152 36.7626 29.562 0 0 0
"873" 218 47.5198 36.6326 29.6016 0 0 0
"874" 218.25 47.6468 36.4926 29.6322 0 0 0
"875" 218.5 47.7975 36.3421 29.6533 0 0 0
"876" 218.75 47.9731 36.1806 29.6643 0 0 0
"877" 219 48.1748 36.0076 29.6648 0 0 0
"878" 219.25 48.404 35.8227 29.6541 0 0 0
"879" 219.5 48.6622 35.6253 29.6316 0 0 0
"880" 219.75 48.9508 35.4147 29.5966 0 0 0
"881" 220 49.2716 35.1906 29.5484 0 0 0
"882" 220.25 49.6261 34.9521 29.4862 0 0 0
"883" 220.5 50.0162 34.6986 29.4093 0 0 0
"884" 220.75 50.444 34.4295 29.3168 0 0 0
"885" 221 50.9113 34.144 29.2078 0 0 0
"886" 221.25 51.4205 33.8412 29.0814 0 0 0
"887" 221.5 51.974 33.5204 28.9366 0 0 0
"888" 221.75 52.5741 33.1806 28.7722 0 0 0
"889" 222 53.2237 32.8209 28.5872 0 0 0
"890" 222.25 53.8843 32.4431 28.3828 0 0 0
"891" 222.5 54.3995 32.0834 28.1929 0 0 0
"892" 222.75 54.8146 31.7648 28.0389 0 0 0
"893" 223 55.1579 31.4851 27.9194 0 0 0
"894" 223.25 55.4445 31.2383 27.8291 0 0 0
"895" 223.5 55.6851 31.0187 27.7631 0 0 0
"896" 223.75 55.8883 30.8217 27.7161 0 0 0
"897" 224 56.0656 30.6464 27.6661 0 0 0
"898" 224.25 56.2272 30.4945 27.6086 0 0 0
"899" 224.5 56.3756 30.3654 27.545 0 0 0
"900" 224.75 56.512 30.2578 27.4757 0 0 0
"901" 225 56.637 30.1704 27.4012 0 0 0
"902" 225.25 56.7512 30.1021 27.3219 0 0 0
"903" 225.5 56.8552 30.052 27.2381 0 0 0
"904" 225.75 56.9495 30.0191 27.15 0 0 0
"905" 226 57.0346 30.0024 27.058 0 0 0
"906" 226.25 57.1109 30.0011 26.9624 0 0 0
"907" 226.5 57.1788 30.0145 26.8633 0 0 0
"908" 226.75 57.2387 30.0419 26.761 0 0 0
"909" 227 57.291 30.0825 26.6557 0 0 0
"910" 227.25 57.3359 30.1358 26.5475 0 0 0
"911" 227.5 57.3739 30.2012 26.4368 0 0 0
"912" 227.75 57.4051 30.2781 26.3235 0 0 0
"913" 228 57.4299 30.366 26.208 0 0 0
"914" 228.25 57.4485 30.4644 26.0903 0 0 0
"915" 228.5 57.4612 30.5729 25.9706 0 0 0
"916" 228.75 57.4681 30.6909 25.849 0 0 0
"917" 229 57.4697 30.8181 25.7257 0 0 0
"918" 229.25 57.4659 30.954 25.6007 0 0 0
"919" 229.5 57.4571 31.0983 25.4742 0 0 0
"920" 229.75 57.4435 31.2506 25.3463 0 0 0
"921" 230 57.4252 31.4105 25.2172 0 0 0
"922" 230.25 57.4024 31.5777 25.0868 0 0 0
"923" 230.5 57.3753 31.7518 24.9553 0 0 0
"924" 230.75 57.344 31.9325 24.8228 0 0 0
"925" 231 57.3088 32.1196 24.6894 0 0 0
"926" 231.25 57.2698 32.3126 24.5552 0 0 0
"927" 231.5 57.2271 32.5113 24.4202 0 0 0
"928" 231.75 57.181 32.7155 24.2845 0 0 0
"929" 232 57.1315 32.9247 24.1482 0 0 0
"930" 232.25 57.0788 33.1388 24.0114 0 0 0
"931" 232.5 57.023 33.3575 23.8742 0 0 0
"932" 232.75 56.9644 33.5805 23.7365 0 0 0
"933" 233 56.9029 33.8075 23.5986 0 0 0
"934" 233.25 56.8389 34.0384 23.4604 0 0 0
"935" 233.5 56.7723 34.2728 23.322 0 0 0
"936" 233.75 56.7033 34.5106 23.1834 0 0 0
"937" 234 56.6321 34.7514 23.0448 0 0 0
"938" 234.25 56.5587 34.9952 22.9062 0 0 0
"939" 234.5 56.4834 35.2416 22.7676 0 0 0
"940" 234.75 56.4061 35.4904 22.6291 0 0 0
"941" 235 56.3271 35.7408 22.4907 0 0 0
"942" 235.25 56.2532 35.9659 22.355 0 0 0
"943" 235.5 56.195 36.1575 22.226 0 0 0
"944" 235.75 56.1511 36.3212 22.1038 0 0 0
"945" 236 56.09 36.4639 21.9936 0 0 0
"946" 236.25 56.0081 36.5929 21.9051 0 0 0
"947" 236.5 55.9104 36.7112 21.8419 0 0 0
"948" 236.75 55.7988 36.8202 21.8051 0 0 0
"949" 237 55.6742 36.9203 21.7945 0 0 0
"950" 237.25 55.5373 37.0118 21.8099 0 0 0
"951" 237.5 55.3886 37.0949 21.8508 0 0 0
"952" 237.75 55.2283 37.1697 21.917 0 0 0
"953" 238 55.0568 37.2364 22.0081 0 0 0
"954" 238.25 54.8744 37.295 22.1237 0 0 0
"955" 238.5 54.6813 37.3455 22.2636 0 0 0
"956" 238.75 54.4777 37.388 22.4276 0 0 0
"957" 239 54.2639 37.4225 22.6155 0 0 0
"958" 239.25 54.04 37.4491 22.8271 0 0 0
"959" 239.5 53.8062 37.4678 23.0624 0 0 0
"960" 239.75 53.5626 37.4785 23.3212 0 0 0
"961" 240 53.3099 37.4816 23.595 0 0 0
"962" 240.25 53.054 37.4815 23.8545 0 0 0
"963" 240.5 52.8002 37.4819 24.1005 0 0 0
"964" 240.75 52.5504 37.4845 24.3355 0 0 0
"965" 241 52.3051 37.4896 24.5606 0 0 0
"966" 241.25 52.0644 37.4973 24.7768 0 0 0
"967" 241.5 51.8281 37.5076 24.9848 0 0 0
"968" 241.75 51.5959 37.5202 25.1853 0 0 0
"969" 242 51.3676 37.5349 25.3787 0 0 0
"970" 242.25 51.1429 37.5518 25.5656 0 0 0
"971" 242.5 50.9216 37.5704 25.7466 0 0 0
"972" 242.75 50.7034 37.5908 25.9221 0 0 0
"973" 243 50.4882 37.6128 26.0925 0 0 0
"974" 243.25 50.2756 37.6362 26.2582 0 0 0
"975" 243.5 50.0656 37.6609 26.4197 0 0 0
"976" 243.75 49.858 37.6869 26.5772 0 0 0
"977" 244 49.6527 37.7121 26.7312 0 0 0
"978" 244.25 49.4513 37.7332 26.8828 0 0 0
"979" 244.5 49.2549 37.7506 27.0325 0 0 0
"980" 244.75 49.0643 37.7646 27.1805 0 0 0
"981" 245 48.8799 37.7751 27.3265 0 0 0
"982" 245.25 48.7022 37.7818 27.4705 0 0 0
"983" 245.5 48.5316 37.7846 27.6122 0 0 0
"984" 245.75 48.3686 37.7833 27.7515 0 0 0
"985" 246 48.2138 37.7777 27.8881 0 0 0
"986" 246.25 48.0675 37.7676 28.0219 0 0 0
"987" 246.5 47.9305 37.7528 28.1526 0 0 0
"988" 246.75 47.803 37.7329 28.28 0 0 0
